farmer_id,age,gender,education,land_size_acres,annual_income,crop_type,state,district,region,is_member_fpo,has_taken_crop_insurance,eligible_pmfby,eligible_pmkisan,eligible_fpo_support
9143,20,Male,Secondary,7.92,262921.52,Cotton,Tamil Nadu,Salem,West,1,1,0,0,1
9144,63,Male,Primary,7.27,276751.06,Sugarcane,Tamil Nadu,Coimbatore,East,1,0,0,0,0
9145,28,Male,Secondary,6.27,105763.33,Sugarcane,Punjab,Amritsar,South,1,1,0,0,1
9146,41,Male,Higher,9.38,321270.59,Sugarcane,Tamil Nadu,Madurai,East,0,1,0,0,0
9147,39,Male,Primary,4.51,31119.26,Rice,Karnataka,Hubballi,West,0,0,1,0,0
9148,61,Female,None,8.18,496801.42,Sugarcane,Bihar,Bhagalpur,South,0,0,0,0,0
9149,62,Female,None,4.11,23111.86,Maize,Gujarat,Bhavnagar,North,0,1,1,0,0
9150,43,Female,Higher,8.46,34576.7,Wheat,Karnataka,Bengaluru,West,0,0,1,0,0
9151,30,Male,Higher,2.97,169077.24,Cotton,Karnataka,Mysuru,West,0,0,0,0,0
9152,18,Female,Primary,3.25,417496.42,Maize,Bihar,Bhagalpur,East,1,0,0,0,0
9153,41,Male,Secondary,6.94,136022.71,Wheat,Tamil Nadu,Coimbatore,South,1,1,1,0,1
9154,27,Female,Primary,2.52,241248.16,Maize,Tamil Nadu,Chennai,South,1,1,1,0,0
9155,52,Female,Secondary,2.68,18808.89,Sugarcane,Karnataka,Mangaluru,North,0,0,0,0,0
9156,41,Male,Primary,3.4,48650.87,Cotton,Gujarat,Vadodara,South,1,1,0,0,0
9157,45,Male,None,6.95,307903.36,Maize,Bihar,Gaya,East,0,0,0,0,0
9158,53,Male,None,8.95,105235.65,Cotton,Maharashtra,Nashik,South,1,1,0,0,0
9159,33,Female,Secondary,6.91,350184.74,Rice,Bihar,Bhagalpur,South,0,0,0,0,0
9160,57,Male,Primary,8.36,394841.68,Rice,Gujarat,Bhavnagar,South,1,1,0,0,0
9161,33,Female,Higher,5.66,426663.76,Sugarcane,Karnataka,Mysuru,North,0,0,0,0,0
9162,34,Female,Secondary,1.15,75561.68,Sugarcane,Bihar,Bhagalpur,North,1,0,0,1,1
9163,68,Female,None,1.45,233199.19,Rice,Bihar,Purnia,West,0,1,1,0,0
9164,32,Male,Secondary,5.77,474069.91,Maize,Maharashtra,Pune,West,0,0,0,0,0
9165,33,Male,Primary,3.61,388320.94,Wheat,Punjab,Bathinda,North,0,0,0,0,0
9166,32,Male,Higher,2.6,67310.59,Wheat,Punjab,Bathinda,South,1,0,1,0,1
9167,51,Female,Higher,4.93,256225.12,Rice,Maharashtra,Pune,North,0,1,1,0,0
9168,28,Female,Secondary,6.83,461966.49,Wheat,Bihar,Bhagalpur,North,0,1,0,0,0
9169,18,Male,Primary,4.16,225619.01,Maize,Karnataka,Belagavi,East,0,1,1,0,0
9170,32,Female,Primary,8.12,420334.63,Wheat,Maharashtra,Nashik,South,0,1,0,0,0
9171,43,Female,Higher,7.52,252963.42,Wheat,Punjab,Ludhiana,North,0,1,1,0,0
9172,68,Female,None,7.48,62337.72,Rice,Gujarat,Ahmedabad,East,0,0,1,0,0
9173,21,Male,Primary,9.86,82448.91,Cotton,Punjab,Amritsar,West,1,0,0,0,0
9174,60,Female,Higher,3.3,32871.12,Cotton,Maharashtra,Nagpur,East,1,0,0,0,1
9175,22,Female,Higher,6.62,105704.22,Maize,Bihar,Gaya,South,0,0,1,0,0
9176,52,Male,Primary,8.63,447870.91,Cotton,Tamil Nadu,Chennai,West,0,1,0,0,0
9177,30,Male,Primary,6.01,328597.04,Sugarcane,Karnataka,Hubballi,West,0,1,0,0,0
9178,27,Male,Secondary,8.0,372039.9,Rice,Tamil Nadu,Chennai,South,1,0,0,0,1
9179,28,Male,None,4.44,314614.11,Cotton,Karnataka,Bengaluru,West,0,1,0,0,0
9180,35,Male,Secondary,6.11,199404.25,Wheat,Tamil Nadu,Salem,West,0,1,1,0,0
9181,51,Male,Secondary,1.03,116261.96,Cotton,Tamil Nadu,Salem,East,0,1,0,1,0
9182,56,Female,Higher,9.86,463551.15,Rice,Karnataka,Mysuru,West,1,0,0,0,1
9183,58,Female,Higher,8.1,262266.59,Wheat,Gujarat,Vadodara,South,1,0,1,0,1
9184,59,Female,None,8.75,245738.94,Wheat,Karnataka,Belagavi,West,1,0,1,0,0
9185,67,Female,Secondary,7.1,498091.0,Rice,Punjab,Bathinda,East,1,0,0,0,1
9186,40,Male,Secondary,2.27,198125.69,Maize,Bihar,Patna,North,0,0,1,0,0
9187,24,Female,Higher,0.79,428521.4,Maize,Bihar,Purnia,West,0,0,0,0,0
9188,56,Male,Higher,8.71,432548.59,Rice,Punjab,Amritsar,South,1,1,0,0,1
9189,20,Male,Primary,4.27,124008.4,Rice,Gujarat,Surat,North,0,0,1,0,0
9190,29,Female,Secondary,3.01,56471.45,Rice,Tamil Nadu,Salem,West,0,0,1,0,0
9191,24,Female,None,5.84,488053.86,Wheat,Gujarat,Vadodara,South,0,1,0,0,0
9192,66,Male,Secondary,4.5,218689.46,Wheat,Gujarat,Vadodara,East,0,1,1,0,0
9193,43,Male,Higher,6.69,11087.96,Rice,Karnataka,Mysuru,North,0,1,1,0,0
9194,50,Male,Primary,5.1,254518.74,Wheat,Maharashtra,Aurangabad,East,1,1,1,0,0
9195,54,Male,Secondary,7.12,313457.18,Sugarcane,Tamil Nadu,Coimbatore,East,0,0,0,0,0
9196,65,Female,None,8.61,390283.24,Rice,Bihar,Patna,East,1,0,0,0,0
9197,32,Male,Higher,2.36,472041.64,Wheat,Karnataka,Mangaluru,South,0,0,0,0,0
9198,19,Female,Primary,3.63,458433.61,Maize,Punjab,Ludhiana,South,0,0,0,0,0
9199,58,Male,Secondary,4.65,470666.55,Rice,Gujarat,Surat,East,0,1,0,0,0
9200,24,Male,None,9.64,25741.32,Rice,Tamil Nadu,Coimbatore,East,0,0,1,0,0
9201,49,Male,Higher,3.97,358769.33,Rice,Maharashtra,Nagpur,South,0,0,0,0,0
9202,21,Female,None,4.12,120670.4,Cotton,Tamil Nadu,Madurai,West,0,1,0,0,0
9203,37,Male,Secondary,6.71,101900.82,Rice,Punjab,Jalandhar,North,0,1,1,0,0
9204,67,Female,Higher,4.48,402156.1,Maize,Maharashtra,Aurangabad,South,0,0,0,0,0
9205,53,Female,Secondary,9.54,214393.55,Wheat,Tamil Nadu,Salem,West,0,0,1,0,0
9206,49,Female,Primary,9.0,459134.04,Rice,Punjab,Bathinda,South,0,0,0,0,0
9207,45,Male,Secondary,5.38,30793.19,Sugarcane,Tamil Nadu,Tiruchirappalli,South,1,0,0,0,1
9208,30,Female,Primary,6.63,403068.61,Wheat,Karnataka,Hubballi,North,0,0,0,0,0
9209,18,Female,Secondary,1.05,77048.86,Maize,Tamil Nadu,Madurai,South,1,0,1,1,1
9210,52,Male,None,7.11,96522.83,Cotton,Gujarat,Surat,West,0,0,0,0,0
9211,65,Male,None,7.22,243902.34,Maize,Punjab,Ludhiana,South,1,0,1,0,0
9212,47,Female,Higher,3.91,203839.07,Cotton,Bihar,Bhagalpur,North,0,0,0,0,0
9213,53,Female,None,2.59,248224.43,Wheat,Punjab,Patiala,South,1,0,1,0,0
9214,42,Male,None,9.19,470613.0,Cotton,Tamil Nadu,Salem,East,0,1,0,0,0
9215,33,Female,Primary,4.55,332120.58,Wheat,Karnataka,Mysuru,North,1,1,0,0,0
9216,36,Female,None,6.71,152251.6,Maize,Bihar,Bhagalpur,South,1,0,1,0,0
9217,18,Female,Primary,0.82,94725.27,Maize,Gujarat,Bhavnagar,East,0,0,0,1,0
9218,22,Male,Primary,4.43,215822.67,Cotton,Punjab,Amritsar,East,0,0,0,0,0
9219,68,Female,Primary,8.26,231304.1,Sugarcane,Bihar,Muzaffarpur,North,0,0,0,0,0
9220,39,Male,Secondary,4.18,304634.26,Maize,Karnataka,Mangaluru,North,0,0,0,0,0
9221,41,Male,Primary,6.23,140341.32,Cotton,Gujarat,Rajkot,South,0,1,0,0,0
9222,60,Male,Secondary,2.49,386079.53,Rice,Maharashtra,Nagpur,West,0,1,0,0,0
9223,62,Female,Primary,4.46,58245.52,Wheat,Bihar,Purnia,North,0,1,1,0,0
9224,69,Male,Secondary,9.31,284622.15,Rice,Punjab,Ludhiana,South,0,1,1,0,0
9225,54,Female,Higher,5.88,315530.51,Rice,Karnataka,Mangaluru,East,0,1,0,0,0
9226,53,Male,Higher,9.07,111347.47,Rice,Punjab,Bathinda,East,0,1,1,0,0
9227,53,Female,Secondary,9.07,414745.56,Cotton,Karnataka,Belagavi,South,0,1,0,0,0
9228,21,Female,Higher,9.47,311561.74,Maize,Punjab,Ludhiana,North,0,0,0,0,0
9229,53,Female,None,9.01,326403.89,Rice,Karnataka,Hubballi,South,0,0,0,0,0
9230,69,Male,Primary,0.53,253894.32,Cotton,Tamil Nadu,Chennai,South,0,0,0,0,0
9231,35,Female,Secondary,9.37,455701.17,Maize,Punjab,Amritsar,North,0,1,0,0,0
9232,67,Female,Higher,1.81,350024.51,Wheat,Karnataka,Mysuru,West,0,0,0,0,0
9233,33,Male,Higher,0.88,197099.43,Maize,Maharashtra,Nagpur,West,0,0,0,0,0
9234,58,Male,None,1.03,126916.89,Maize,Karnataka,Bengaluru,West,1,0,1,1,0
9235,35,Female,Primary,3.81,44820.22,Rice,Maharashtra,Nashik,South,1,1,1,0,0
9236,39,Male,None,6.4,91026.81,Cotton,Gujarat,Bhavnagar,North,1,1,0,0,0
9237,19,Male,Secondary,4.32,496414.65,Sugarcane,Bihar,Purnia,West,0,0,0,0,0
9238,38,Male,Higher,0.74,209315.78,Wheat,Karnataka,Bengaluru,North,0,0,0,0,0
9239,53,Female,Higher,5.03,450356.74,Cotton,Bihar,Gaya,West,1,1,0,0,1
9240,61,Male,Higher,4.7,93578.98,Rice,Bihar,Patna,East,1,0,1,0,1
9241,56,Female,None,7.69,218426.83,Cotton,Tamil Nadu,Tiruchirappalli,East,0,0,0,0,0
9242,64,Male,None,3.16,480654.05,Sugarcane,Gujarat,Vadodara,North,1,1,0,0,0
9243,56,Male,Primary,2.57,54654.8,Wheat,Karnataka,Mysuru,West,1,1,1,0,0
9244,46,Female,Secondary,2.93,301052.3,Maize,Tamil Nadu,Salem,North,1,0,0,0,1
9245,43,Male,Primary,3.39,460394.23,Wheat,Gujarat,Vadodara,North,0,0,0,0,0
9246,38,Male,Primary,6.19,475344.85,Sugarcane,Tamil Nadu,Madurai,North,0,0,0,0,0
9247,34,Male,Higher,4.98,424543.66,Wheat,Bihar,Gaya,South,0,1,0,0,0
9248,33,Male,None,3.7,429407.87,Wheat,Punjab,Amritsar,West,0,0,0,0,0
9249,48,Female,Secondary,4.06,329569.65,Rice,Bihar,Muzaffarpur,West,0,0,0,0,0
9250,68,Female,Primary,4.02,118007.32,Maize,Gujarat,Vadodara,North,1,0,1,0,0
9251,26,Female,Secondary,9.74,368032.49,Sugarcane,Gujarat,Vadodara,East,1,0,0,0,1
9252,48,Female,Higher,2.71,489408.39,Rice,Bihar,Purnia,North,0,0,0,0,0
9253,31,Female,Primary,8.27,267707.42,Wheat,Gujarat,Rajkot,East,0,1,1,0,0
9254,66,Female,None,7.23,137741.71,Wheat,Maharashtra,Nagpur,West,0,0,1,0,0
9255,54,Female,Primary,0.55,291000.82,Cotton,Punjab,Ludhiana,West,1,1,0,0,0
9256,19,Male,Higher,9.94,348399.07,Rice,Bihar,Patna,North,0,1,0,0,0
9257,69,Female,Primary,7.69,112057.35,Sugarcane,Punjab,Amritsar,South,0,0,0,0,0
9258,65,Female,Higher,6.98,362402.78,Sugarcane,Maharashtra,Aurangabad,West,0,0,0,0,0
9259,63,Female,Primary,4.35,297842.1,Sugarcane,Punjab,Jalandhar,West,0,0,0,0,0
9260,31,Male,Secondary,5.77,310051.46,Sugarcane,Karnataka,Belagavi,West,0,1,0,0,0
9261,50,Female,None,2.91,159934.09,Wheat,Maharashtra,Mumbai,South,0,1,1,0,0
9262,52,Female,Higher,0.84,86080.74,Wheat,Punjab,Ludhiana,West,1,1,0,1,1
9263,56,Female,Secondary,8.44,315490.45,Rice,Tamil Nadu,Madurai,North,0,0,0,0,0
9264,64,Male,Higher,9.02,297254.16,Maize,Punjab,Bathinda,East,0,0,1,0,0
9265,68,Female,Primary,2.04,175625.97,Sugarcane,Maharashtra,Aurangabad,West,1,1,0,0,0
9266,37,Male,Higher,7.98,154987.9,Wheat,Tamil Nadu,Coimbatore,West,0,1,1,0,0
9267,19,Male,Higher,7.54,180149.79,Rice,Gujarat,Surat,South,0,1,1,0,0
9268,68,Male,None,2.19,250042.84,Sugarcane,Punjab,Bathinda,East,0,0,0,0,0
9269,58,Male,Secondary,4.51,487661.67,Maize,Punjab,Jalandhar,East,1,1,0,0,1
9270,36,Female,Primary,4.52,384146.66,Sugarcane,Maharashtra,Nashik,South,0,0,0,0,0
9271,54,Male,None,7.72,427352.47,Cotton,Tamil Nadu,Madurai,North,0,0,0,0,0
9272,35,Male,Higher,8.46,257768.29,Sugarcane,Tamil Nadu,Madurai,West,0,0,0,0,0
9273,33,Female,None,1.4,267800.57,Cotton,Punjab,Ludhiana,East,1,0,0,0,0
9274,21,Male,Higher,5.85,110119.08,Maize,Gujarat,Vadodara,East,0,1,1,0,0
9275,29,Male,Primary,7.74,363312.46,Cotton,Karnataka,Mysuru,North,0,0,0,0,0
9276,46,Male,Higher,7.97,216576.16,Maize,Maharashtra,Mumbai,North,0,0,1,0,0
9277,24,Male,None,1.91,373798.96,Rice,Maharashtra,Mumbai,West,0,0,0,0,0
9278,31,Male,None,5.49,210437.14,Cotton,Bihar,Bhagalpur,South,0,0,0,0,0
9279,29,Male,Higher,8.65,63173.42,Sugarcane,Tamil Nadu,Madurai,South,0,1,0,0,0
9280,52,Female,Secondary,3.53,94796.31,Sugarcane,Tamil Nadu,Chennai,North,1,1,0,0,1
9281,22,Female,None,4.54,407669.34,Rice,Bihar,Bhagalpur,North,0,0,0,0,0
9282,34,Female,Secondary,8.14,136722.08,Wheat,Punjab,Ludhiana,East,0,0,1,0,0
9283,59,Female,Secondary,1.35,139533.67,Maize,Punjab,Amritsar,North,0,1,1,1,0
9284,49,Male,Secondary,8.67,465390.36,Wheat,Maharashtra,Nashik,East,0,1,0,0,0
9285,27,Male,Secondary,3.46,332241.46,Wheat,Punjab,Bathinda,South,1,1,0,0,1
9286,60,Male,None,0.51,66010.7,Rice,Karnataka,Mysuru,South,0,0,0,1,0
9287,34,Female,None,2.72,80356.78,Rice,Karnataka,Hubballi,East,0,1,1,0,0
9288,22,Female,Secondary,1.35,143460.04,Cotton,Karnataka,Mangaluru,West,0,0,0,1,0
9289,62,Male,None,1.38,301057.89,Cotton,Bihar,Bhagalpur,South,0,0,0,0,0
9290,59,Male,Secondary,7.08,378884.48,Cotton,Gujarat,Surat,West,0,0,0,0,0
9291,26,Female,Secondary,2.53,144503.26,Cotton,Karnataka,Hubballi,East,0,1,0,0,0
9292,66,Female,Secondary,9.38,436614.6,Cotton,Bihar,Gaya,West,0,0,0,0,0
9293,50,Female,Higher,5.41,63498.29,Sugarcane,Maharashtra,Pune,East,0,0,0,0,0
9294,53,Female,Primary,4.87,111723.59,Rice,Maharashtra,Nashik,East,1,0,1,0,0
9295,53,Male,None,4.63,485527.81,Maize,Gujarat,Surat,North,0,0,0,0,0
9296,35,Female,None,7.08,76024.98,Maize,Karnataka,Hubballi,South,0,1,1,0,0
9297,26,Female,Secondary,4.8,445174.54,Maize,Bihar,Muzaffarpur,South,0,0,0,0,0
9298,46,Male,Higher,1.72,354928.19,Maize,Karnataka,Bengaluru,East,0,1,0,0,0
9299,67,Male,Higher,8.86,45812.67,Maize,Gujarat,Bhavnagar,West,0,1,1,0,0
9300,31,Male,None,4.57,247016.35,Sugarcane,Gujarat,Surat,North,0,0,0,0,0
9301,42,Female,Secondary,1.2,264299.88,Rice,Punjab,Amritsar,West,0,0,1,0,0
9302,32,Female,None,5.53,466748.42,Cotton,Bihar,Purnia,South,0,1,0,0,0
9303,23,Female,Secondary,6.65,216341.25,Cotton,Bihar,Purnia,West,0,0,0,0,0
9304,59,Female,Secondary,3.12,228914.17,Cotton,Bihar,Bhagalpur,North,1,1,0,0,1
9305,46,Male,Primary,8.1,65117.04,Rice,Bihar,Purnia,West,0,1,1,0,0
9306,32,Male,Secondary,6.86,323194.56,Rice,Punjab,Patiala,South,0,0,0,0,0
9307,46,Female,Primary,6.68,113339.52,Sugarcane,Karnataka,Belagavi,East,0,0,0,0,0
9308,21,Female,None,4.5,47991.3,Sugarcane,Maharashtra,Aurangabad,South,0,0,0,0,0
9309,35,Female,None,9.64,498490.31,Cotton,Gujarat,Ahmedabad,North,1,0,0,0,0
9310,67,Male,Higher,3.1,142118.52,Rice,Tamil Nadu,Tiruchirappalli,East,0,1,1,0,0
9311,66,Female,Primary,5.99,79116.05,Cotton,Tamil Nadu,Salem,North,0,0,0,0,0
9312,61,Male,None,3.44,352750.28,Sugarcane,Bihar,Bhagalpur,South,0,0,0,0,0
9313,56,Female,Primary,7.58,412624.26,Cotton,Bihar,Patna,West,1,0,0,0,0
9314,33,Male,None,0.95,41397.97,Sugarcane,Maharashtra,Pune,South,0,1,0,1,0
9315,28,Male,Primary,0.94,61642.72,Wheat,Tamil Nadu,Tiruchirappalli,West,1,1,0,1,0
9316,31,Female,Primary,8.2,54185.17,Maize,Bihar,Gaya,East,1,1,1,0,0
9317,20,Male,Secondary,4.63,33010.06,Wheat,Gujarat,Vadodara,West,1,0,1,0,1
9318,68,Male,None,3.74,333133.67,Cotton,Gujarat,Ahmedabad,West,0,0,0,0,0
9319,67,Female,Higher,6.27,298273.46,Cotton,Punjab,Jalandhar,East,0,1,0,0,0
9320,59,Male,Secondary,7.17,334775.26,Rice,Tamil Nadu,Salem,North,0,0,0,0,0
9321,55,Female,Higher,2.41,257776.91,Maize,Punjab,Bathinda,East,0,0,1,0,0
9322,62,Male,Primary,2.26,410578.77,Sugarcane,Maharashtra,Mumbai,North,1,0,0,0,0
9323,59,Male,Secondary,9.6,277867.47,Cotton,Maharashtra,Nashik,East,0,0,0,0,0
9324,35,Male,Primary,6.1,460186.0,Sugarcane,Tamil Nadu,Tiruchirappalli,West,0,0,0,0,0
9325,37,Male,None,4.21,247967.78,Sugarcane,Gujarat,Surat,South,0,0,0,0,0
9326,65,Female,None,8.11,397422.74,Sugarcane,Karnataka,Mangaluru,West,0,0,0,0,0
9327,42,Female,Higher,5.49,209606.57,Wheat,Tamil Nadu,Chennai,North,1,1,1,0,1
9328,55,Female,None,2.8,223259.71,Sugarcane,Punjab,Amritsar,South,0,1,0,0,0
9329,30,Male,Higher,2.46,426006.1,Rice,Karnataka,Bengaluru,West,1,1,0,0,1
9330,21,Male,Primary,4.27,62753.32,Wheat,Punjab,Amritsar,West,1,0,1,0,0
9331,31,Female,Secondary,8.67,286809.7,Wheat,Punjab,Bathinda,South,1,0,1,0,1
9332,50,Female,None,1.08,365904.87,Cotton,Punjab,Bathinda,West,0,1,0,0,0
9333,45,Female,Primary,2.58,377706.1,Maize,Bihar,Purnia,North,1,0,0,0,0
9334,69,Female,Secondary,8.98,299831.83,Maize,Karnataka,Belagavi,East,0,0,1,0,0
9335,54,Male,Primary,1.66,229551.6,Cotton,Bihar,Purnia,North,0,0,0,0,0
9336,25,Female,Higher,6.48,137783.4,Maize,Bihar,Gaya,West,0,0,1,0,0
9337,61,Male,Primary,2.53,455618.86,Sugarcane,Punjab,Patiala,South,0,1,0,0,0
9338,51,Female,Higher,6.26,191196.09,Rice,Maharashtra,Pune,South,0,0,1,0,0
9339,61,Male,Higher,4.14,401506.12,Sugarcane,Gujarat,Rajkot,South,0,1,0,0,0
9340,22,Female,None,1.47,25516.15,Maize,Tamil Nadu,Coimbatore,West,1,1,1,1,0
9341,22,Female,Higher,6.03,123762.92,Maize,Maharashtra,Nagpur,South,1,1,1,0,1
9342,48,Male,Higher,6.99,179336.55,Rice,Punjab,Amritsar,North,1,1,1,0,1
9343,62,Male,Primary,6.96,339071.29,Wheat,Tamil Nadu,Chennai,North,0,0,0,0,0
9344,26,Female,Higher,6.55,166472.1,Wheat,Gujarat,Surat,West,0,1,1,0,0
9345,59,Male,Higher,5.25,30268.26,Rice,Tamil Nadu,Coimbatore,North,0,0,1,0,0
9346,49,Female,Primary,5.43,95195.08,Wheat,Gujarat,Surat,North,1,0,1,0,0
9347,50,Male,Secondary,6.54,136991.02,Maize,Punjab,Amritsar,South,1,1,1,0,1
9348,20,Female,None,7.06,96263.27,Wheat,Bihar,Patna,East,1,0,1,0,0
9349,47,Female,Primary,6.72,109825.03,Maize,Tamil Nadu,Salem,North,1,1,1,0,0
9350,67,Female,Higher,6.08,386788.9,Cotton,Gujarat,Ahmedabad,West,0,0,0,0,0
9351,29,Female,Primary,1.98,211896.49,Sugarcane,Tamil Nadu,Coimbatore,South,0,1,0,0,0
9352,46,Female,Secondary,2.5,208537.83,Wheat,Tamil Nadu,Tiruchirappalli,North,0,0,1,0,0
9353,20,Female,Primary,2.97,483637.1,Cotton,Tamil Nadu,Chennai,West,0,0,0,0,0
9354,43,Female,Primary,9.24,228883.9,Wheat,Karnataka,Mangaluru,West,1,0,1,0,0
9355,47,Female,Primary,7.71,464552.48,Cotton,Bihar,Purnia,South,1,1,0,0,0
9356,26,Male,Primary,5.75,156540.92,Rice,Karnataka,Bengaluru,West,0,1,1,0,0
9357,43,Male,Higher,2.89,206306.87,Cotton,Karnataka,Mangaluru,East,1,0,0,0,1
9358,19,Male,Primary,1.55,204178.84,Maize,Gujarat,Ahmedabad,East,0,0,1,0,0
9359,20,Female,Secondary,9.04,277578.63,Rice,Punjab,Bathinda,North,0,1,1,0,0
9360,63,Female,Primary,8.98,296281.17,Rice,Bihar,Gaya,East,0,1,1,0,0
9361,21,Female,Primary,1.55,131581.26,Maize,Maharashtra,Mumbai,South,0,0,1,1,0
9362,42,Male,Higher,8.07,398856.28,Wheat,Bihar,Bhagalpur,South,1,0,0,0,1
9363,68,Male,Higher,4.74,253297.72,Rice,Maharashtra,Aurangabad,North,0,0,1,0,0
9364,30,Male,Primary,3.58,13451.34,Wheat,Gujarat,Rajkot,East,0,0,1,0,0
9365,56,Male,Higher,7.52,299756.91,Sugarcane,Gujarat,Vadodara,West,1,0,0,0,1
9366,61,Male,Higher,6.34,401049.13,Cotton,Tamil Nadu,Salem,West,0,0,0,0,0
9367,52,Female,Primary,7.91,132728.7,Cotton,Gujarat,Surat,East,1,0,0,0,0
9368,40,Male,Higher,1.21,28556.79,Maize,Maharashtra,Nagpur,South,1,0,1,1,1
9369,26,Female,None,3.53,405517.54,Maize,Maharashtra,Mumbai,South,0,0,0,0,0
9370,19,Female,None,3.53,488375.59,Cotton,Gujarat,Bhavnagar,South,0,0,0,0,0
9371,58,Female,None,3.63,47516.17,Sugarcane,Maharashtra,Nagpur,South,0,0,0,0,0
9372,61,Male,Higher,5.27,469638.04,Maize,Tamil Nadu,Tiruchirappalli,East,0,0,0,0,0
9373,48,Male,None,3.19,186044.46,Sugarcane,Tamil Nadu,Salem,North,0,0,0,0,0
9374,61,Female,Secondary,4.72,471305.41,Maize,Karnataka,Belagavi,East,0,1,0,0,0
9375,64,Male,None,3.99,327931.27,Rice,Maharashtra,Mumbai,East,1,0,0,0,0
9376,19,Male,Secondary,7.49,446219.71,Wheat,Bihar,Gaya,South,0,1,0,0,0
9377,49,Female,Higher,6.23,395058.18,Cotton,Punjab,Amritsar,South,0,0,0,0,0
9378,35,Female,None,6.71,23718.89,Wheat,Karnataka,Hubballi,South,0,0,1,0,0
9379,30,Female,Secondary,2.5,42066.83,Cotton,Maharashtra,Mumbai,North,0,1,0,0,0
9380,63,Female,Higher,3.59,267614.86,Maize,Karnataka,Mangaluru,North,1,0,1,0,1
9381,22,Female,None,0.7,73513.32,Wheat,Gujarat,Ahmedabad,South,1,0,0,1,0
9382,59,Male,Primary,1.53,235906.78,Sugarcane,Gujarat,Bhavnagar,South,0,0,0,0,0
9383,61,Female,None,3.02,477768.85,Maize,Gujarat,Bhavnagar,East,1,0,0,0,0
9384,27,Male,None,1.12,154431.07,Rice,Maharashtra,Nashik,East,0,0,1,0,0
9385,60,Male,None,6.23,249567.23,Wheat,Maharashtra,Nashik,East,1,0,1,0,0
9386,42,Female,Primary,9.98,198287.22,Wheat,Karnataka,Belagavi,South,0,1,1,0,0
9387,51,Female,Secondary,1.46,318615.21,Rice,Maharashtra,Nagpur,East,0,0,0,0,0
9388,54,Male,Secondary,8.3,104984.02,Cotton,Maharashtra,Nagpur,West,1,0,0,0,1
9389,47,Female,Primary,1.63,137370.25,Maize,Punjab,Ludhiana,North,0,0,1,1,0
9390,24,Male,None,6.86,430796.25,Rice,Bihar,Purnia,East,0,0,0,0,0
9391,23,Female,None,6.61,407554.75,Sugarcane,Tamil Nadu,Madurai,North,1,1,0,0,0
9392,20,Female,None,9.08,396702.95,Maize,Punjab,Bathinda,East,0,1,0,0,0
9393,30,Male,Secondary,1.58,387750.61,Rice,Tamil Nadu,Chennai,North,0,1,0,0,0
9394,20,Male,Secondary,3.5,235124.37,Rice,Tamil Nadu,Salem,South,0,0,1,0,0
9395,43,Female,Primary,1.36,367156.48,Wheat,Bihar,Patna,West,1,0,0,0,0
9396,41,Female,Higher,4.37,199730.36,Wheat,Punjab,Ludhiana,North,0,1,1,0,0
9397,23,Female,Primary,9.16,59347.69,Wheat,Maharashtra,Mumbai,East,0,0,1,0,0
9398,60,Male,Secondary,7.92,202753.57,Maize,Bihar,Bhagalpur,South,0,0,1,0,0
9399,66,Female,None,7.37,87744.89,Cotton,Maharashtra,Mumbai,West,0,0,0,0,0
9400,59,Female,None,5.56,201517.32,Maize,Maharashtra,Nagpur,South,0,0,1,0,0
9401,29,Female,None,8.89,155738.36,Wheat,Gujarat,Vadodara,South,0,1,1,0,0
9402,66,Female,None,4.77,303588.73,Wheat,Maharashtra,Pune,North,0,0,0,0,0
9403,53,Male,Higher,1.92,187154.8,Maize,Maharashtra,Aurangabad,West,0,1,1,0,0
9404,19,Male,Primary,8.46,355738.94,Rice,Punjab,Ludhiana,South,0,0,0,0,0
9405,28,Male,Primary,3.16,260951.87,Rice,Tamil Nadu,Salem,East,1,0,1,0,0
9406,56,Female,Secondary,1.01,460551.22,Wheat,Tamil Nadu,Tiruchirappalli,South,1,1,0,0,1
9407,51,Female,Primary,1.7,54602.46,Wheat,Punjab,Ludhiana,East,0,1,1,1,0
9408,43,Female,Higher,6.29,346977.5,Cotton,Tamil Nadu,Salem,South,0,1,0,0,0
9409,35,Male,Higher,6.27,339474.47,Rice,Gujarat,Rajkot,West,0,0,0,0,0
9410,38,Male,Higher,2.97,475807.01,Cotton,Bihar,Purnia,West,1,0,0,0,1
9411,53,Male,None,7.41,192060.41,Wheat,Maharashtra,Nagpur,West,0,1,1,0,0
9412,57,Male,Secondary,7.85,159664.61,Wheat,Maharashtra,Nashik,North,0,1,1,0,0
9413,69,Female,Higher,9.24,94472.79,Cotton,Gujarat,Surat,South,1,0,0,0,1
9414,63,Male,Primary,6.06,139991.37,Cotton,Maharashtra,Mumbai,West,0,0,0,0,0
9415,61,Male,Primary,7.9,255926.48,Wheat,Karnataka,Mangaluru,East,0,0,1,0,0
9416,39,Female,Primary,7.65,420479.35,Sugarcane,Bihar,Patna,East,0,1,0,0,0
9417,47,Male,Higher,2.95,149300.44,Wheat,Karnataka,Mangaluru,South,1,1,1,0,1
9418,67,Female,Higher,3.45,87293.64,Rice,Punjab,Patiala,West,0,1,1,0,0
9419,60,Female,Primary,5.05,143342.95,Wheat,Karnataka,Hubballi,North,0,1,1,0,0
